영화제목,유통회사명,개봉일,총스크린수,관람인원수,장르,등급,네이버_평점,구글_평점,씨네21_평점,개봉년도,개봉월
용과 주근깨 공주,와이드 릴리즈(주),2021-09-01,216.0,,애니메이션,전체관람가,6.67,4.5,5.67,2021,9
아임 유어 맨,(주)라이크콘텐츠,2021-09-01,38.0,,코미디,15세이상관람가,8.21,4.5,6.5,2021,9
스피릿,유니버설픽쳐스인터내셔널 코리아(유),2021-09-01,138.0,,애니메이션,전체관람가,,4.9,6.1,2021,9
수색자,(주)콘텐츠판다,2021-09-01,218.0,,스릴러,15세이상관람가,8.5,,8.38,2021,9
토베 얀손,(주)영화사 진진,2021-09-01,38.0,,드라마,15세이상관람가,8.0,,6.0,2021,9
올드,유니버설픽쳐스인터내셔널 코리아(유),2021-08-01,550.0,,공포(호러),12세이상관람가,6.81,2.6,5.0,2021,8
슈퍼문,예지림엔터테인먼트,2021-09-01,200.0,,애니메이션,전체관람가,7.41,,5.0,2021,9
내가 날 부를 때,(주)영화특별시에스엠씨,2021-09-01,97.0,,드라마,12세이상관람가,,,5.5,2021,9
극장판 마이 리틀 포니: 새로운 희망,(주)박수엔터테인먼트,2021-09-01,155.0,,애니메이션,전체관람가,8.93,4.2,,2021,9
상견니,오드,2021-08-01,99.0,,드라마,12세이상관람가,7.58,,5.25,2021,8
아-하: 테이크 온 미,주식회사 컨텐츠썬,2021-09-01,53.0,,다큐멘터리,12세이상관람가,7.63,,6.0,2021,9
종착역,필름다빈,2021-09-01,49.0,,드라마,전체관람가,,,5.8,2021,9
정글 크루즈,월트디즈니컴퍼니코리아 유한책임회사,2021-07-01,831.0,,액션,12세이상관람가,7.52,4.1,5.33,2021,7
바쿠라우,(주)영화사 진진,2021-09-01,25.0,,미스터리,청소년관람불가,8.35,4.2,8.0,2021,9
보스 베이비 2,유니버설픽쳐스인터내셔널 코리아(유),2021-07-01,,,애니메이션,전체관람가,8.96,4.4,5.5,2021,7
상견니 대만판 13화,오드,2021-09-01,88.0,,드라마,12세이상관람가,8.63,,,2021,9
콰이어트 플레이스 2,롯데컬처웍스(주)롯데엔터테인먼트,2021-06-01,,,스릴러,15세이상관람가,8.66,4.3,6.5,2021,6
사운드 오브 데스,(주)태양미디어그룹,2021-09-01,21.0,,범죄,청소년관람불가,5.09,,5.0,2021,9
극장판 페이트/그랜드 오더 신성원탁영역 카멜롯 팔라딘; 아가트람,(주)애니플러스,2021-08-01,44.0,,애니메이션,15세이상관람가,8.0,,,2021,8
그린 나이트,(주)팝엔터테인먼트,2021-08-01,235.0,,어드벤처,15세이상관람가,7.04,2.6,8.5,2021,8
나의 흑역사 로맨티카,"그린나래미디어(주),(주)인터파크",2021-09-01,41.0,,멜로/로맨스,12세이상관람가,6.5,4.6,4.5,2021,9
습도 다소 높음,(주)스튜디오디에이치엘,2021-09-01,51.0,,코미디,15세이상관람가,7.44,,5.33,2021,9
코드 카림,(주)월드시네마,2021-08-01,21.0,,액션,15세이상관람가,4.73,,4.33,2021,8
블랙 위도우,월트디즈니컴퍼니코리아 유한책임회사,2021-07-01,,,액션,12세이상관람가,9.0,4.1,6.5,2021,7
더 수어사이드 스쿼드,워너브러더스 코리아(주),2021-08-01,,,액션,청소년관람불가,7.94,3.6,7.17,2021,8
쇼미더고스트,㈜인디스토리,2021-09-01,43.0,,코미디,12세이상관람가,8.33,,5.5,2021,9
어시스턴트,(주)이놀미디어,2021-09-01,28.0,,드라마,12세이상관람가,8.23,2.0,7.0,2021,9
꽃다발 같은 사랑을 했다,"(주)리틀빅픽쳐스,(주)레드로버",2021-07-01,198.0,,멜로/로맨스,12세이상관람가,8.47,4.9,6.5,2021,7
학교 가는 길,(주)영화사 진진,2021-05-01,90.0,,다큐멘터리,12세이상관람가,9.88,,7.67,2021,5
영화의 거리,영화배급협동조합 씨네소파,2021-09-01,26.0,,멜로/로맨스,12세이상관람가,8.17,,4.5,2021,9
다이노 마이 프렌드,(주)박수엔터테인먼트,2021-08-01,185.0,,애니메이션,전체관람가,5.07,,5.0,2021,8
죽을 때까지,(주)제이앤씨미디어그룹,2021-09-01,53.0,,스릴러,청소년관람불가,6.52,3.4,5.0,2021,9
자마,M&M 인터내셔널,2021-08-01,34.0,,드라마,15세이상관람가,7.58,,8.25,2021,8
남색대문,오드,2021-08-01,79.0,834.0,드라마,12세이상관람가,8.54,,5.67,2021,8
방법: 재차의,(주)씨제이이엔엠,2021-07-01,838.0,832.0,미스터리,15세이상관람가,7.37,4.4,6.0,2021,7
레미니센스,워너브러더스 코리아(주),2021-08-01,548.0,818.0,SF,12세이상관람가,6.71,3.3,5.0,2021,8
그대 너머에,농부영화사,2021-09-01,12.0,793.0,멜로/로맨스,전체관람가,8.62,,6.67,2021,9
박강아름 결혼하다,(주)영화사 진진,2021-08-01,32.0,741.0,다큐멘터리,전체관람가,8.9,,5.8,2021,8
도라에몽: 스탠바이미 2,(주)스마일이엔티,2021-05-01,631.0,733.0,애니메이션,전체관람가,8.82,4.9,6.0,2021,5
코끼리와 나비,(주)스튜디오 보난자,2021-09-01,27.0,673.0,드라마,전체관람가,8.92,,6.5,2021,9
아리아 : 더 크레푸스콜로,(주)얼리버드픽쳐스,2021-09-01,42.0,660.0,애니메이션,전체관람가,7.6,,6.0,2021,9
미켈란젤로,(주)퍼스트런,2021-09-01,20.0,644.0,드라마,12세이상관람가,8.33,,6.0,2021,9
꿈꾸는 고양이,아이 엠,2021-09-01,19.0,628.0,다큐멘터리,전체관람가,9.86,,5.5,2021,9
아담,시네마 뉴원,2021-08-01,29.0,611.0,드라마,12세이상관람가,,,8.0,2021,8
공작조: 현애지상,(주)제이앤씨미디어그룹,2021-09-01,46.0,595.0,액션,15세이상관람가,6.5,,6.33,2021,9
켈리 갱,오드,2021-08-01,9.0,519.0,범죄,15세이상관람가,6.61,2.5,7.0,2021,8
아들의 이름으로,(주)엣나인필름,2021-05-01,423.0,500.0,드라마,12세이상관람가,6.75,,4.0,2021,5
킬러의 보디가드 2: 킬러의 와이프,"TCO(주)더콘텐츠온,(주)제이앤씨미디어그룹",2021-08-01,30.0,483.0,액션,15세이상관람가,7.3,3.9,,2021,8
스네이크 아이즈: 지.아이.조,롯데컬처웍스(주)롯데엔터테인먼트,2021-09-01,23.0,482.0,액션,15세이상관람가,2.62,3.2,4.0,2021,9
로빈의 소원,(주)까멜리아이엔티,2021-09-01,19.0,456.0,다큐멘터리,전체관람가,7.22,4.8,5.33,2021,9
팜 스프링스,(주)디스테이션,2021-08-01,83.0,452.0,코미디,15세이상관람가,7.41,4.5,6.0,2021,8
아버지의 길,(주)엣나인필름,2021-09-01,34.0,448.0,드라마,12세이상관람가,8.0,,7.0,2021,9
노매드랜드,월트디즈니컴퍼니코리아 유한책임회사,2021-04-01,181.0,438.0,드라마,12세이상관람가,8.53,3.9,8.0,2021,4
피닉스,M&M 인터내셔널,2021-07-01,54.0,387.0,드라마,12세이상관람가,7.17,4.5,6.0,2021,7
다크 스펠,주식회사 디에스이이디,2021-09-01,5.0,360.0,멜로/로맨스,청소년관람불가,2.0,,,2021,9
변신 : 어느날 갑자기,(주)씨네마블랙,2021-09-01,5.0,340.0,공포(호러),15세이상관람가,4.33,,,2021,9
이스트 워,(주)노바이앤티,2021-09-01,5.0,309.0,드라마,청소년관람불가,0.0,4.2,3.0,2021,9
언더그라운드,(주)시네마달,2021-08-01,19.0,303.0,다큐멘터리,12세이상관람가,5.22,4.2,9.22,2021,8
스쿨 아웃 포에버,(주)영화사오원,2021-09-01,12.0,286.0,코미디,청소년관람불가,5.6,,5.0,2021,9
올리버 색스: 그의 생애,하준사,2021-08-01,9.0,284.0,다큐멘터리,12세이상관람가,7.5,,7.0,2021,8
아리아 : 디 아베니레,(주)얼리버드픽쳐스,2021-09-01,5.0,273.0,애니메이션,전체관람가,7.0,,,2021,9
묵향,(주)케빈앤컴퍼니,2021-09-01,14.0,242.0,공연,전체관람가,8.33,,,2021,9
은혼 더 파이널,워터홀컴퍼니(주),2021-07-01,170.0,242.0,애니메이션,15세이상관람가,9.18,4.9,5.0,2021,7
귀신,(주)스튜디오 보난자,2021-08-01,31.0,225.0,공포(호러),청소년관람불가,8.01,,4.0,2021,8
나는 나대로 혼자서 간다,(주)영화사 진진,2021-07-01,23.0,210.0,드라마,12세이상관람가,8.19,,5.5,2021,7
레커닝,와이드 릴리즈(주),2021-09-01,5.0,200.0,드라마,청소년관람불가,,3.6,,2021,9
생각의 여름,㈜인디스토리,2021-08-01,41.0,199.0,드라마,12세이상관람가,,,6.0,2021,8
극장판 도라에몽: 진구의 신공룡,(주)리틀빅픽쳐스,2021-08-01,502.0,190.0,애니메이션,전체관람가,8.79,4.8,6.0,2021,8
윙스 오버 에베레스트,(주)영화사 안다미로,2021-09-01,10.0,174.0,액션,15세이상관람가,5.0,,,2021,9
창극 패왕별희,(주)케빈앤컴퍼니,2021-09-01,15.0,170.0,공연,전체관람가,7.75,,,2021,9
사다코,(주)미디어캐슬,2021-09-01,5.0,162.0,공포(호러),15세이상관람가,1.75,,4.25,2021,9
블랙핑크 더 무비,씨제이포디플렉스 주식회사,2021-08-01,147.0,140.0,공연,전체관람가,8.88,,,2021,8
숏버스 감성행,"언더식스티,(주)퍼니콘",2021-08-01,14.0,126.0,멜로/로맨스,12세이상관람가,8.0,,,2021,8
서유기: 재세요왕,(주)제이앤씨미디어그룹,2021-09-01,47.0,123.0,애니메이션,전체관람가,5.82,,6.0,2021,9
미씽: 사라진 딸,(주)제이브로,2021-09-01,5.0,120.0,스릴러,15세이상관람가,,,,2021,9
로스트 인 런던,(주)액티버스엔터테인먼트,2021-09-01,5.0,100.0,코미디,15세이상관람가,,3.8,,2021,9
섹슈얼 네이처,(주)액티버스엔터테인먼트,2021-09-01,5.0,100.0,코미디,15세이상관람가,7.33,,,2021,9
스코치드 어스: 분노의 추격자,(주)스튜디오디에이치엘,2021-09-01,5.0,100.0,액션,15세이상관람가,0.0,,,2021,9
엑소시즘: 악령의 눈동자,(주)알이디아이스엔터,2021-09-01,5.0,100.0,공포(호러),청소년관람불가,10.0,,,2021,9
작전: 라스트 어썰트,비케이 시네윈,2021-09-01,5.0,100.0,액션,15세이상관람가,6.5,,,2021,9
갈매기,(주)영화사 진진,2021-07-01,42.0,91.0,드라마,15세이상관람가,,,6.5,2021,7
이스케이프 룸 2: 노 웨이 아웃,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,2021-07-01,728.0,91.0,액션,15세이상관람가,8.11,3.9,6.0,2021,7
크레센도,(주)티캐스트,2021-06-01,57.0,85.0,드라마,12세이상관람가,8.7,,5.0,2021,6
루카,월트디즈니컴퍼니코리아 유한책임회사,2021-06-01,856.0,80.0,애니메이션,전체관람가,9.16,4.6,7.0,2021,6
수필러브,주식회사 씨엠닉스,2021-09-01,1.0,80.0,기타,12세이상관람가,7.42,,2.0,2021,9
숏버스 기묘행,"언더식스티,(주)퍼니콘",2021-09-01,15.0,72.0,미스터리,15세이상관람가,9.14,,6.0,2021,9
미인도-황제의 시녀,(유)조이앤시네마,2021-09-01,5.0,71.0,드라마,15세이상관람가,0.0,,,2021,9
크루엘라,월트디즈니컴퍼니코리아 유한책임회사,2021-05-01,,71.0,드라마,12세이상관람가,9.21,4.7,6.4,2021,5
캐논볼,(주)이놀미디어,2021-08-01,12.0,63.0,드라마,12세이상관람가,8.09,4.5,5.33,2021,8
뱅퀴시,(주)까멜리아이엔티,2021-06-01,48.0,50.0,액션,15세이상관람가,4.31,1.8,5.0,2021,6
"우리, 둘","그린나래미디어(주),(주)버킷스튜디오",2021-07-01,54.0,49.0,드라마,12세이상관람가,8.0,4.6,6.67,2021,7
랑종,(주)쇼박스,2021-07-01,,45.0,공포(호러),청소년관람불가,6.59,3.4,6.88,2021,7
위험한 정사 2,(유)조이앤시네마,2021-09-01,5.0,36.0,미스터리,15세이상관람가,6.5,,,2021,9
러브 스파이: 바브 앤 스타,(주)제이앤씨미디어그룹,2021-09-01,5.0,35.0,코미디,15세이상관람가,8.0,3.5,,2021,9
잘리카투,주식회사 슈아픽처스,2021-08-01,45.0,35.0,액션,15세이상관람가,7.27,4.0,6.67,2021,8
오필리아,(주)홈초이스,2021-07-01,117.0,34.0,멜로/로맨스,15세이상관람가,7.53,4.4,5.33,2021,7
와인 패밀리,해피송,2021-07-01,35.0,33.0,드라마,12세이상관람가,7.14,4.3,4.67,2021,7
암살자들,"주식회사 왓챠,주식회사 더쿱",2021-08-01,39.0,27.0,다큐멘터리,15세이상관람가,8.67,,5.67,2021,8
숲의 비명 : 사라진 사람들,(주)트리필름,2021-08-01,6.0,24.0,공포(호러),15세이상관람가,3.65,,,2021,8
디스 아메리카노,주식회사 씨엠닉스,2021-09-01,1.0,22.0,드라마,15세이상관람가,8.62,,4.0,2021,9
레드 아워,(주)올스타엔터테인먼트,2021-09-01,2.0,22.0,액션,15세이상관람가,3.08,1.4,,2021,9
트립 투 그리스,"찬란,하이, 스트레인저",2021-07-01,48.0,22.0,코미디,15세이상관람가,7.0,3.1,6.0,2021,7
사제로부터 온 편지,(주)드림팩트엔터테인먼트,2021-08-01,4.0,19.0,다큐멘터리,전체관람가,8.36,,5.0,2021,8
인트로덕션,"(주)영화제작전원사 ,(주)콘텐츠판다",2021-05-01,91.0,18.0,기타,12세이상관람가,8.09,,8.0,2021,5
금의위-명조자객,(유)조이앤시네마,2021-09-01,8.0,16.0,액션,15세이상관람가,0.0,,,2021,9
마계대전,(유)조이앤시네마,2021-09-01,4.0,12.0,드라마,15세이상관람가,0.0,,,2021,9
스왈로 탐험대와 아마존 해적,(주)나이너스엔터테인먼트,2021-09-01,1.0,10.0,어드벤처,전체관람가,0.0,,,2021,9
우리는 매일매일,㈜인디스토리,2021-06-01,30.0,10.0,다큐멘터리,12세이상관람가,9.75,,6.5,2021,6
북샵,(주)콘텐츠판다,2021-06-01,9.0,5.0,드라마,전체관람가,8.91,4.3,7.0,2021,6
마녀의 저주,(유)조이앤시네마,2021-09-01,2.0,2.0,공포(호러),15세이상관람가,9.0,,,2021,9
맨디 : 귀신들린 인형,(유)조이앤시네마,2021-09-01,2.0,2.0,공포(호러),15세이상관람가,3.0,,,2021,9
액션히어로,(주)트리플픽쳐스,2021-07-01,110.0,2.0,액션,12세이상관람가,7.65,,6.5,2021,7
샤먼 로드,강 컨텐츠,2021-07-01,5.0,1.0,다큐멘터리,12세이상관람가,8.86,,,2021,7
"식물카페, 온정",매치컷(주),2021-06-01,19.0,1.0,기타,전체관람가,7.07,,5.0,2021,6
워스,(주)홈초이스,2021-07-01,65.0,1.0,드라마,12세이상관람가,8.25,4.4,6.5,2021,7
헬 아미,(주)알이디아이스엔터,2021-09-01,1.0,1.0,판타지,15세이상관람가,0.0,,7.0,2021,9
흩어진 밤,영화배급협동조합 씨네소파,2021-06-01,49.0,1.0,드라마,전체관람가,7.38,,6.33,2021,6
베놈 2: 렛 데어 비 카니지,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,2021-10-01,,,액션,15세이상관람가,6.39,4.0,5.5,2021,10
007 노 타임 투 다이,유니버설픽쳐스인터내셔널 코리아(유),2021-09-01,,,액션,12세이상관람가,7.08,3.5,6.25,2021,9
듄,워너브러더스 코리아(주),2021-10-01,,,SF,12세이상관람가,8.85,4.0,6.79,2021,10
보이스,(주)씨제이이엔엠,2021-09-01,,,범죄,15세이상관람가,7.86,,4.75,2021,9
기적,롯데컬처웍스(주)롯데엔터테인먼트,2021-09-01,,,드라마,12세이상관람가,8.55,4.9,6.0,2021,9
고장난 론,월트디즈니컴퍼니코리아 유한책임회사,2021-10-01,904.0,,애니메이션,전체관람가,8.45,4.6,6.0,2021,10
극장판 짱구는 못말려: 격돌! 낙서왕국과 얼추 네 명의 용사들,(주)씨제이이엔엠,2021-09-01,593.0,,애니메이션,전체관람가,8.84,4.7,6.5,2021,9
용과 주근깨 공주,와이드 릴리즈(주),2021-09-01,216.0,,애니메이션,전체관람가,6.67,4.5,5.67,2021,9
샹치와 텐 링즈의 전설,월트디즈니컴퍼니코리아 유한책임회사,2021-09-01,,,액션,12세이상관람가,7.4,4.6,6.6,2021,9
라스트 듀얼: 최후의 결투,월트디즈니컴퍼니코리아 유한책임회사,2021-10-01,367.0,,액션,청소년관람불가,8.85,4.0,6.33,2021,10
"극장판 포켓몬스터: 정글의 아이, 코코",(주)넥스트엔터테인먼트월드(NEW),2021-09-01,699.0,,애니메이션,전체관람가,9.15,4.8,,2021,9
모가디슈,롯데컬처웍스(주)롯데엔터테인먼트,2021-07-01,,,액션,15세이상관람가,8.66,4.6,7.5,2021,7
노회찬6411,"(주)리틀빅픽쳐스,시네마6411",2021-10-01,154.0,,다큐멘터리,12세이상관람가,9.0,,6.5,2021,10
F20,와이드 릴리즈(주),2021-10-01,218.0,,스릴러,15세이상관람가,5.69,,4.5,2021,10
수색자,(주)콘텐츠판다,2021-09-01,218.0,,스릴러,15세이상관람가,8.5,,8.38,2021,9
아네트,"그린나래미디어(주),주식회사 왓챠",2021-10-01,330.0,,드라마,15세이상관람가,7.49,3.1,7.17,2021,10
스틸워터,씨제이 씨지브이(CJ CGV)(주),2021-10-01,363.0,,범죄,15세이상관람가,7.4,3.6,7.0,2021,10
애프터: 관계의 함정,판씨네마(주),2021-10-01,378.0,,멜로/로맨스,15세이상관람가,6.73,3.7,3.0,2021,10
쁘띠 마망,찬란,2021-10-01,97.0,,드라마,전체관람가,8.4,4.0,7.75,2021,10
십개월의 미래,그린나래미디어(주),2021-10-01,158.0,,드라마,12세이상관람가,8.11,,6.67,2021,10
바다 탐험대 옥토넛 : 육지수호 대작전,와이드 릴리즈(주),2021-10-01,205.0,,애니메이션,전체관람가,7.7,,6.0,2021,10
화이트데이: 부서진 결계,(주)제이앤씨미디어그룹,2021-10-01,356.0,,공포(호러),15세이상관람가,,,1.5,2021,10
타다: 대한민국 스타트업의 초상,(주)넥스트엔터테인먼트월드(NEW),2021-10-01,73.0,,다큐멘터리,전체관람가,8.62,,6.0,2021,10
매직 스쿨: 초보마법사 아우라의 대모험,(주)디스테이션,2021-10-01,212.0,,애니메이션,전체관람가,5.62,3.1,,2021,10
인질,(주)넥스트엔터테인먼트월드(NEW),2021-08-01,,,액션,15세이상관람가,7.02,,5.8,2021,8
코다,판씨네마(주),2021-08-01,308.0,,드라마,12세이상관람가,,4.8,6.33,2021,8
동백,시네마 뉴원,2021-10-01,60.0,,드라마,12세이상관람가,7.55,,5.0,2021,10
첫눈이 사라졌다,(주)다자인소프트,2021-10-01,66.0,,판타지,15세이상관람가,7.22,,6.33,2021,10
스페이스 독 3: 트로피컬 어드벤처,(주)박수엔터테인먼트,2021-10-01,172.0,,애니메이션,전체관람가,6.12,,,2021,10
한창나이 선녀님,(주)트리플픽쳐스,2021-10-01,74.0,,다큐멘터리,전체관람가,8.75,,6.0,2021,10
휴가,㈜인디스토리,2021-10-01,55.0,,드라마,12세이상관람가,6.24,,5.0,2021,10
당신은 믿지 않겠지만,(주)디오시네마,2021-10-01,100.0,,드라마,12세이상관람가,6.38,,6.0,2021,10
스피릿,유니버설픽쳐스인터내셔널 코리아(유),2021-09-01,138.0,,애니메이션,전체관람가,,4.9,6.1,2021,9
싱크홀,(주)쇼박스,2021-08-01,,,코미디,12세이상관람가,6.87,4.7,5.0,2021,8
부니베어: 애들이 줄었어요,(주)라이크콘텐츠,2021-10-01,154.0,,애니메이션,전체관람가,6.22,,4.5,2021,10
그림자꽃,(주)엣나인필름,2021-10-01,89.0,,다큐멘터리,12세이상관람가,6.38,,6.5,2021,10
할로윈 킬즈,유니버설픽쳐스인터내셔널 코리아(유),2021-10-01,43.0,,공포(호러),청소년관람불가,6.7,2.9,4.0,2021,10
당신얼굴 앞에서,"(주)영화제작전원사 ,(주)콘텐츠판다",2021-10-01,69.0,,드라마,15세이상관람가,7.41,,7.0,2021,10
아버지의 길,(주)엣나인필름,2021-09-01,34.0,,드라마,12세이상관람가,8.0,,7.0,2021,9
랑종,(주)쇼박스,2021-07-01,,,공포(호러),청소년관람불가,6.59,3.4,6.88,2021,7
푸른 호수,유니버설픽쳐스인터내셔널 코리아(유),2021-10-01,139.0,,드라마,12세이상관람가,7.56,4.7,7.0,2021,10
실: 인연의 시작,(주)디스테이션,2021-10-01,74.0,,드라마,12세이상관람가,7.33,4.9,5.33,2021,10
브라더,(주)박수엔터테인먼트,2021-10-01,131.0,,범죄,15세이상관람가,3.87,,7.67,2021,10
뱅드림! 로젤리아 에피소드 Ⅱ : 송 아이 엠,(주)애니플러스,2021-09-01,86.0,,애니메이션,전체관람가,9.21,,,2021,9
캔디맨,유니버설픽쳐스인터내셔널 코리아(유),2021-09-01,608.0,,미스터리,15세이상관람가,7.15,2.7,6.1,2021,9
미켈란젤로,(주)퍼스트런,2021-09-01,20.0,,드라마,12세이상관람가,8.33,,6.0,2021,9
피어썸,(주)스토리제이,2021-10-01,45.0,,공포(호러),15세이상관람가,5.13,,3.0,2021,10
