영화제목,유통회사명,개봉일,총스크린수,관람인원수,장르,등급,네이버_평점,구글_평점,씨네21_평점,개봉년도,개봉월
여기도 사람 있어요,김충길 필름,20230301,2.0,1.0,드라마,12세이상관람가,7.75,,,2023,03
"열여덟, 어른이 되는 나이",필름다빈,20230125,34.0,1.0,드라마,12세이상관람가,7.0,,5.33,2023,01
가디언즈 오브 갤럭시: Volume 3,월트디즈니컴퍼니코리아 유한책임회사,20230503,,,액션,12세이상관람가,9.35,4.0,7.4,2023,05
분노의 질주: 라이드 오어 다이,유니버설픽쳐스인터내셔널 코리아(유),20230517,,,액션,15세이상관람가,7.78,2.9,5.5,2023,05
슈퍼 마리오 브라더스,유니버설픽쳐스인터내셔널 코리아(유),20230426,,,애니메이션,전체관람가,8.35,4.6,6.0,2023,04
범죄도시3,"주식회사 에이비오엔터테인먼트,플러스엠 엔터테인먼트",20230531,,,범죄,15세이상관람가,7.65,4.4,5.5,2023,05
극장판 짱구는 못말려: 동물소환 닌자 배꼽수비대,(주)씨제이이엔엠,20230504,844.0,,애니메이션,전체관람가,8.3,,5.0,2023,05
드림,플러스엠 엔터테인먼트,20230426,,,코미디,12세이상관람가,6.79,4.6,5.2,2023,04
인어공주,월트디즈니컴퍼니코리아 유한책임회사,20230524,,,뮤지컬,전체관람가,9.14,3.0,7.31,2023,05
스즈메의 문단속,(주)쇼박스,20230308,,,애니메이션,12세이상관람가,8.45,4.6,7.6,2023,03
존 윅 4,(주)레드아이스 엔터테인먼트,20230412,,,액션,청소년관람불가,8.31,3.7,7.5,2023,04
문재인입니다,유한회사 엠프로젝트,20230510,602.0,,다큐멘터리,12세이상관람가,8.6,,6.0,2023,05
옥수역귀신,(주)스마일이엔티,20230419,314.0,,공포(호러),15세이상관람가,6.71,,4.75,2023,04
더 퍼스트 슬램덩크,(주)넥스트엔터테인먼트월드(NEW),20230104,,,애니메이션,12세이상관람가,9.25,4.5,7.67,2023,01
남은 인생 10년,(주)디스테이션,20230524,201.0,,멜로/로맨스,12세이상관람가,7.72,4.9,6.0,2023,05
슬픔의 삼각형,"그린나래미디어(주),(주)플레이그램,메가박스중앙(주)",20230517,294.0,,코미디,15세이상관람가,7.71,3.1,7.17,2023,05
리바운드,(주)바른손이앤에이,20230405,,,드라마,12세이상관람가,8.31,,6.8,2023,04
롱디,(주)넥스트엔터테인먼트월드(NEW),20230510,262.0,,멜로/로맨스,12세이상관람가,9.03,,5.0,2023,05
메리 마이 데드 바디,"주식회사 원더스튜디오,(주)리안컨텐츠",20230517,103.0,,코미디,12세이상관람가,8.45,4.7,5.0,2023,05
스트리머,"TCO(주)더콘텐츠온,(주)블루라벨픽쳐스",20230510,181.0,,공포(호러),15세이상관람가,6.55,,3.33,2023,05
킬링 로맨스,롯데컬처웍스(주)롯데엔터테인먼트,20230414,998.0,,코미디,15세이상관람가,7.63,,5.0,2023,04
엑소시스트: 더 바티칸,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,20230510,134.0,,공포(호러),15세이상관람가,6.0,3.6,5.0,2023,05
나는 여기에 있다,와이드 릴리즈(주),20230412,122.0,,범죄,15세이상관람가,5.84,,2.0,2023,04
유랑지구2,(주)박수엔터테인먼트,20230510,138.0,,SF,12세이상관람가,5.8,4.2,4.67,2023,05
"뮤지컬 공연실황, 알쏭달쏭 캐치! 티니핑 <신비한 상자를 열어라!>","씨제이 씨지브이(CJ CGV)(주),CGV ICECON",20230503,64.0,,공연,전체관람가,,,,2023,05
거울 속 외딴 성,워터홀컴퍼니(주),20230412,335.0,,애니메이션,12세이상관람가,8.53,,6.2,2023,04
클로즈,"찬란,(주)하이스트레인저",20230503,51.0,,드라마,12세이상관람가,,4.5,7.44,2023,05
토리와 로키타,(주)영화사 진진,20230510,48.0,,드라마,15세이상관람가,7.87,,7.11,2023,05
사슴의 왕,트윈플러스파트너스(주),20230525,119.0,,애니메이션,12세이상관람가,7.32,,6.0,2023,05
무명,(주)콘텐츠판다,20230426,201.0,,스릴러,15세이상관람가,7.67,,6.0,2023,04
렌필드,유니버설픽쳐스인터내셔널 코리아(유),20230419,577.0,,코미디,청소년관람불가,7.35,4.0,6.0,2023,04
스프린터,스튜디오 에이드,20230524,48.0,,기타,12세이상관람가,8.19,,6.75,2023,05
항구의 니쿠코짱!,트윈플러스파트너스(주),20230427,123.0,,애니메이션,전체관람가,8.0,,6.5,2023,04
빅트립2: 아기곰 배달 대작전,와이드 릴리즈(주),20230527,128.0,,애니메이션,전체관람가,6.83,,,2023,05
치치핑핑의 쿵쿵따 탐험대,(주)에픽캔,20230410,4.0,,공연,전체관람가,,,,2023,04
거신: 바람의 아이,트윈플러스파트너스(주),20230518,77.0,,애니메이션,전체관람가,4.57,,5.0,2023,05
라이드 온,"(주)넥스트엔터테인먼트월드(NEW),(주)콘텐츠판다",20230531,100.0,,액션,12세이상관람가,8.0,4.7,5.5,2023,05
울지마 엄마,주식회사 원더스튜디오,20230517,99.0,,다큐멘터리,전체관람가,9.16,,5.5,2023,05
리턴 투 서울,(주)엣나인필름,20230503,59.0,,드라마,15세이상관람가,7.28,2.9,7.0,2023,05
칠중주: 홍콩 이야기,(주)콘텐츠판다,20230511,70.0,,드라마,12세이상관람가,8.2,,6.25,2023,05
라이스보이 슬립스,판씨네마(주),20230419,250.0,,가족,15세이상관람가,8.28,,6.25,2023,04
파벨만스,(주)씨제이이엔엠,20230322,450.0,,드라마,12세이상관람가,8.81,3.8,8.88,2023,03
극장판 리틀 슈퍼맨 샘샘,"와이드 릴리즈(주),(주)제이앤씨미디어그룹",20230518,110.0,,애니메이션,전체관람가,9.29,,6.0,2023,05
치킨래빗: 잃어버린 보물을 찾아서,(주)스튜디오디에이치엘,20230318,234.0,,애니메이션,전체관람가,7.82,4.4,6.0,2023,03
드림팰리스,㈜인디스토리,20230531,71.0,,드라마,12세이상관람가,8.26,,6.5,2023,05
자전거 도둑,일미디어,20230426,32.0,,드라마,12세이상관람가,,4.7,10.0,2023,04
말없는 소녀,주식회사 슈아픽처스,20230531,45.0,,드라마,전체관람가,8.36,4.8,7.0,2023,05
영웅,(주)씨제이이엔엠,20221221,,,드라마,12세이상관람가,8.4,,6.91,2022,12
아임 히어로 더 파이널,"씨제이포디플렉스 주식회사,CGV ICECON",20230301,146.0,,공연,전체관람가,9.84,,10.0,2023,03
말이야 바른 말이지,서울독립영화제,20230517,34.0,,코미디,전체관람가,7.25,,6.0,2023,05
이니셰린의 밴시,월트디즈니컴퍼니코리아 유한책임회사,20230315,135.0,,드라마,15세이상관람가,8.3,3.6,8.1,2023,03
다음 소희,트윈플러스파트너스(주),20230208,562.0,,드라마,15세이상관람가,8.72,,6.5,2023,02
카일리 블루스,찬란,20230524,20.0,,드라마,12세이상관람가,7.93,,7.33,2023,05
로보카폴리 안전교실 교통편,(주)로이비쥬얼,20220919,16.0,,애니메이션,전체관람가,,,,2022,09
바람개비,(주)디스테이션,20230510,36.0,,액션,청소년관람불가,3.18,,3.0,2023,05
줄리아의 인생극장,해피송,20230524,24.0,,드라마,12세이상관람가,8.0,4.6,5.0,2023,05
오디션,와이드 릴리즈(주),20230419,122.0,,공포(호러),청소년관람불가,6.33,3.7,7.0,2023,04
에브리씽 에브리웨어 올 앳 원스+,워터홀컴퍼니(주),20230301,199.0,,액션,15세이상관람가,8.91,3.8,8.43,2023,03
웅남이,씨제이 씨지브이(CJ CGV)(주),20230322,829.0,,코미디,15세이상관람가,7.63,,3.33,2023,03
내 아내 이야기,(주)영화사 안다미로,20230524,24.0,,멜로/로맨스,청소년관람불가,6.62,,5.0,2023,05
에어,워너브러더스 코리아(주),20230405,656.0,944.0,드라마,15세이상관람가,8.72,4.3,5.33,2023,04
탄생,"씨제이 씨지브이(CJ CGV)(주),(주)레드아이스 엔터테인먼트",20221130,670.0,944.0,드라마,12세이상관람가,8.15,,6.56,2022,11
피기,해피송,20230426,69.0,861.0,스릴러,15세이상관람가,,3.4,5.0,2023,04
플레이 뮤지컬 핑크퐁과 아기상어의 생일파티 대소동,씨제이 씨지브이(CJ CGV)(주),20230517,27.0,825.0,공연,전체관람가,0.0,,,2023,05
아머드 사우루스: 기계공룡제국의 침략,트윈플러스파트너스(주),20230420,236.0,756.0,애니메이션,전체관람가,9.04,,5.0,2023,04
애프터썬,"그린나래미디어(주),(주)영화사 안다미로",20230201,64.0,703.0,드라마,12세이상관람가,8.5,3.8,8.5,2023,02
바깥 나라의 소녀,(주)미디어캐슬,20230516,6.0,686.0,애니메이션,12세이상관람가,7.72,,7.0,2023,05
오글리스: 웰컴 투 냄새 마을,(주)박수엔터테인먼트,20230406,256.0,622.0,애니메이션,전체관람가,6.82,,6.0,2023,04
마인드케이지,(주)누리픽쳐스,20230531,50.0,566.0,범죄,15세이상관람가,4.0,2.0,4.0,2023,05
물안에서,"(주)영화제작전원사 ,(주)콘텐츠판다",20230412,61.0,563.0,드라마,12세이상관람가,6.97,,7.25,2023,04
뮤지컬 더 데빌 2021,씨제이 씨지브이(CJ CGV)(주),20230511,10.0,526.0,공연,15세이상관람가,,,,2023,05
에브리씽 에브리웨어 올 앳 원스,워터홀컴퍼니(주),20221012,620.0,515.0,액션,15세이상관람가,8.8,3.8,8.43,2022,10
뮤지컬 더 데빌 2018,씨제이 씨지브이(CJ CGV)(주),20230510,10.0,504.0,공연,15세이상관람가,,,,2023,05
더 웨일,(주)스튜디오디에이치엘,20230301,203.0,503.0,드라마,15세이상관람가,8.25,4.2,6.5,2023,03
사랑하는 당신에게,(주)티캐스트,20230531,25.0,469.0,드라마,12세이상관람가,7.59,,6.0,2023,05
제비,(주)시네마달,20230412,28.0,432.0,드라마,15세이상관람가,,,5.5,2023,04
던전 앤 드래곤: 도적들의 명예,롯데컬처웍스(주)롯데엔터테인먼트,20230329,,429.0,액션,12세관람가,8.22,4.3,6.67,2023,03
세인트 세이야: 더 비기닝,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,20230531,48.0,410.0,액션,12세이상관람가,3.48,2.5,6.0,2023,05
사랑의 고고학,(주)엣나인필름,20230412,42.0,322.0,드라마,15세이상관람가,6.82,,6.67,2023,04
불멸의 여자,"(주)드림팩트엔터테인먼트,(주)아크메",20230405,22.0,320.0,드라마,15세이상관람가,8.08,,5.5,2023,04
라스트 필름 쇼,"주식회사 블루필름웍스,(주)버킷스튜디오",20230412,36.0,313.0,드라마,전체관람가,8.07,4.5,6.0,2023,04
TAR 타르,유니버설픽쳐스인터내셔널 코리아(유),20230222,197.0,308.0,드라마,15세이상관람가,7.81,3.2,7.38,2023,02
스크림6,롯데컬처웍스(주)롯데엔터테인먼트,20230524,19.0,301.0,공포(호러),청소년관람불가,6.17,3.6,,2023,05
카구야 님은 고백받고 싶어 첫 키스는 끝나지 않아,(주)디스테이션,20230406,107.0,286.0,애니메이션,12세이상관람가,8.46,,,2023,04
프로메어,(주)영화사 그램,20221020,63.0,270.0,애니메이션,15세이상관람가,8.61,4.7,6.0,2022,10
초대의 법칙,주식회사 풍경소리,20230511,5.0,268.0,멜로/로맨스,청소년관람불가,6.0,,,2023,05
귀를 기울이면,(주)팝엔터테인먼트,20230419,123.0,250.0,멜로/로맨스,전체관람가,9.12,4.9,7.0,2023,04
차별,(주)디오시네마,20230322,24.0,250.0,다큐멘터리,전체관람가,7.59,,5.33,2023,03
장기자랑,(주)영화사 진진,20230405,57.0,229.0,다큐멘터리,12세이상관람가,,,6.67,2023,04
콜드플레이 뮤직 오브 더 스피어스: 라이브 앳 리버 플레이트,씨제이포디플렉스 주식회사,20230419,74.0,224.0,공연,전체관람가,9.33,,,2023,04
두다다쿵: 후후섬의 비밀,(주)넥스트엔터테인먼트월드(NEW),20230215,514.0,220.0,애니메이션,전체관람가,8.17,,6.0,2023,02
그 아이는 귀족,(주)미디어캐슬,20230501,5.0,204.0,드라마,12세이상관람가,8.5,,,2023,05
그대 어이가리,(주)영화사 순수,20230308,82.0,187.0,드라마,12세이상관람가,9.43,,6.0,2023,03
뮤지컬 호프,씨제이 씨지브이(CJ CGV)(주),20230511,9.0,182.0,공연,12세이상관람가,,,,2023,05
튤립 모양,(주)삼거리픽쳐스,20230419,31.0,165.0,드라마,12세이상관람가,8.11,,7.0,2023,04
살룸의 하이에나,씨네라인월드(주),20230420,5.0,160.0,액션,15세이상관람가,3.5,,7.0,2023,04
오토라는 남자,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,20230329,371.0,156.0,드라마,12세이상관람가,8.24,4.6,6.0,2023,03
소울메이트,(주)넥스트엔터테인먼트월드(NEW),20230315,749.0,154.0,드라마,12세이상관람가,7.97,4.7,6.0,2023,03
모나리자와 블러드 문,판씨네마(주),20230322,369.0,148.0,판타지,15세이상관람가,7.01,4.1,5.2,2023,03
서치 2,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,20230222,868.0,131.0,미스터리,12세이상관람가,8.26,4.4,6.5,2023,02
흐르다,M&M 인터내셔널,20230329,43.0,121.0,드라마,12세이상관람가,0.0,,7.5,2023,03
멍뭉이,(주)키다리스튜디오,20230301,649.0,120.0,드라마,전체관람가,8.13,,5.0,2023,03
아바타: 물의 길,월트디즈니컴퍼니코리아 유한책임회사,20221214,,108.0,액션,12세이상관람가,8.83,4.3,7.67,2022,12
낭만적 공장,(주)영화사오원,20230419,27.0,105.0,멜로/로맨스,15세이상관람가,7.0,,4.67,2023,04
